30781,3378
62383,5586
55136,9588
61855,9097
24630,2994
91549,5547
79837,9179
24231,1053
66627,8885
10835,6524
33044,2267
93056,2206
85803,1745
67077,6799
50914,6121
73789,3065
60196,2344
37822,3409
73108,2587
44847,9964
36537,2055
79699,4876
97733,7074
53823,4698
81491,1797
74803,4145
70854,3404
30787,9242
63707,6477
85675,9243
23293,2384
98452,3936
84345,7026
73164,3114
50023,8973
78370,8395
12659,3056
39614,4320
13897,8965
92515,2821
82731,9141
49190,4362
43687,9067
39437,7170
96580,4502
77639,7726
50738,6316
93321,3795
14303,5045
38888,1236
84392,5956
63886,7281
22388,9524
15921,2446
62488,2525
99988,5164
94715,2277
71455,4580
89439,2012
98683,5695
89267,1629
81732,1555
88813,4652
70080,9937
87650,4435
49754,9534
10756,4503
14786,5368
88972,1576
36604,5694
90834,4301
21802,3049
98492,1527
93699,8322
83426,6779
50784,5994
20231,3609
24698,1406
99487,4485
24127,4424
32170,9187
14112,8266
16998,4872
98377,3091
87757,9770
54092,5195
84069,4391
44947,6315
24906,4406
80596,7001
94299,2185
70292,6881
46768,1244
88105,7333
21163,4719
23109,1682
33790,6259
86629,4344
12289,4729
99193,2078
27326,1067
49451,3502
90704,4470
12906,4281
75265,3069
41648,8155
52047,9826
75779,1623
11458,3098
35560,5879
85703,2736
60222,2058
40296,6409
39853,9650
25029,4747
69530,8427
70626,1480
12120,9832
47552,9544
90219,4109
80310,6467
99391,4845
10083,3037
56175,3765
75550,1548
82346,2157
10010,9402
59532,9917
16550,7492
51449,3883
72323,9613
94152,5501
65797,1731
53606,8595
88487,5902
25494,8146
86786,5238
66120,9466
25325,4532
92095,3540
71277,3096
74194,1946
37708,6727
58768,5830
36743,1673
25389,3341
28593,9246
51550,4722
13761,3065
76393,8112
96265,6933
73783,5939
83221,3840
79705,6535
84597,7180
29512,5257
97789,4244
71768,1384
91145,7422
63596,8899
71996,5656
79056,3107
51325,6164
70215,6437
43961,1718
68013,1159
57635,3863
41963,1742
17180,1821
72749,5486
34603,5051
46781,4975
68762,3914
32093,2630
88360,5982
81777,1732
22835,3934
42895,8648
35650,1144
55976,3183
51368,8231
65666,5207
21921,9652
13438,3340
86373,9204
57778,7954
89846,5764
16533,5852
21176,6863
42718,4588
44042,3682
99453,3669
36628,7935
62537,4797
44195,5016
79036,5792
86477,3730
28777,9292
40473,6860
38873,4064
99123,1117
20727,3706
84872,2048
99521,6204
70020,9216
60973,7378
16959,8170
44279,2382
36545,4479
89949,2696
72258,8973
10335,2201
35948,9200
14521,7587
87130,2222
42569,8045
37005,9418
60273,2790
41266,7543
92439,3035
57271,8196
35515,4954
21226,1762
72920,6367
62315,6655
50879,6783
24935,2470
21973,3306
41002,9070
49950,8172
84282,3000
65253,6911
46762,5689
58877,3579
61728,5568
60057,4031
47990,9301
67072,8124
69524,5708
77456,8410
90818,6491
13169,1864
32239,8709
69737,9819
60139,8074
42204,9839
59327,5978
17714,6950
98026,5251
18740,2086
41249,8934
86217,1524
83730,8439
49329,4882
55495,7039
23201,8815
34237,9220
61037,7361
22910,2095
86043,5383
28396,4700
92461,2247
33192,7257
97276,4293
35622,4406
59287,6148
82745,7588
99507,6795
59970,2160
65889,3283
92158,2045
17267,1531
19717,5648
95254,7244
79860,1916
73263,5619
53377,4217
40747,1719
25090,4880
31517,7867
78096,7396
58706,3858
30004,8370
92648,9953
36425,1436
89859,5089
28961,6989
72266,2591
45829,2457
43994,8831
52293,7793
55407,5713
79871,4367
90529,3343
34280,1752
10678,6695
83012,3622
34745,9800
71309,2329
32161,8815
77929,9178
92271,5478
71424,5022
84386,3792
11431,3652
62180,1219
51768,2337
76774,3013
23772,8179
58747,4076
76042,9270
85987,8165
27880,2521
97147,9596
13838,1444
77780,5217
16438,9810
43936,7105
92123,4059
39586,8920
25771,4103
14641,8045
97877,1706
78685,4819
90932,7319
15126,8796
97457,7079
10079,6758
96977,1271
73288,1945
68376,6229
62938,5190
35025,8496
33734,2511
54313,1568
89364,7630
16803,5143
55672,7237
59529,9889
27175,3522
37404,8301
94394,7097
36805,9833
81562,1426
25046,3688
60689,9856
95682,4097
45904,1749
61658,6309
30568,7488
35574,8737
56076,4341
33564,7425
89567,7731
53112,9029
50248,7529
62037,9590
69321,9388
18791,4031
21864,6329
95495,1310
27804,1678
59713,8295
14997,7156
58604,7581
34991,4251
34566,7237
47534,1745
97811,7245
34180,9188
57812,9833
49930,2020
19144,3155
86962,1672
60801,8729
89055,8360
15988,5013
67299,8799
55379,3686
55089,3896
47731,6422
67722,7033
76066,9126
39453,4124
31931,7279
23072,3539
36678,3967
35256,2953
20886,4988
51491,9638
80164,6875
88803,2497
93114,1823
19211,2726
36885,7343
50944,9662
30884,9189
71992,3025
81011,6898
37798,8590
94601,2371
14316,8603
53545,3877
73044,1920
55853,6809
68655,1857
32604,5599
83073,7700
18036,5462
48106,3156
40579,8524
41341,2335
64693,7329
63004,2684
15420,4430
27918,1805
14659,1077
92227,4693
69794,5541
74095,6290
18841,1240
78270,1085
69928,1207
79614,1839
41715,4602
40724,6530
50788,1455
10504,1836
48369,2557
34035,1349
55898,8668
46445,2969
73247,1740
56650,2050
72040,7682
41560,8119
71512,1312
28631,2790
51828,9089
87398,4204
73411,4724
36179,8731
34573,1265
32614,4196
69532,5989
71404,5471
11512,2756
34998,4574
48216,3410
77547,3661
47533,5785
88731,6210
22818,3055
31868,3152
84966,1758
16149,7384
90760,3997
25089,1352
37185,8589
36414,7991
83758,7053
58937,7579
86223,9815
41430,7574
28202,6694
36041,6106
22483,4289
26515,4323
86809,7587
73194,8276
39617,4315
79743,4415
18716,6011
51900,6957
66440,5487
82306,8330
44346,9560
27323,5847
36641,4411
66583,6412
74209,3829
92966,8361
48726,3179
93458,6025
46428,3185
63666,6753
37232,7231
31366,4567
48277,5083
25950,2482
20141,8407
70681,4463
70493,9103
66760,4011
28061,8986
33545,2718
58537,8387
23815,5868
19153,2837
26435,7728
51414,1507
45823,2986
50232,7556
75960,3292
58714,4109
26842,4761
85852,3187
67446,7816
82915,3224
38904,6036
31479,3452
73105,7228
47815,6203
34447,5057
44320,1549
68625,5112
59452,4924
76571,1271
36465,4208
47391,8174
11250,4158
55304,3462
54469,1188
16929,4959
79409,1526
13997,2798
77813,4632
94262,2558
89616,1939
10276,1338
46805,1077
60720,1009
40061,8361
98917,5222
40856,2725
24095,8385
13933,1130
57314,7302
25278,7127
52810,5309
60371,9608
94560,7373
41964,8087
43616,4824
13491,5895
95334,8518
44366,7240
81856,2660
13362,3736
67596,6254
66066,6888
73505,9080
45422,2085
88222,4705
59193,4258
30201,5557
89184,1934
93102,3994
19487,4640
28128,7034
50589,7844
80713,6728
68425,2742
81644,5284
25487,3224
78369,2784
11081,5423
62986,2686
81186,9898
18372,8029
25042,3365
83714,8107
31865,6924
41242,4695
76326,6016
38651,3680
84424,6284
29444,4256
23462,3067
59249,4519
63526,6588
58009,3018
17038,3738
11475,2382
33841,3828
16751,9886
91041,6543
86810,9820
51859,7582
